"Hex_tag_ID","Duwamish People's Park","Lower Green Barge 1","Lower Green Barge 2","Lower Russel Backwater","Porter Side Channel","WDFW TBiOS Opposite Slip 4","WDFW TBiOS Slip 4"
"3DD.0078D1669A",NA,2024-06-11 23:14:33,NA,2024-06-11 23:14:33,NA,NA,NA
"3DD.0078D1669C",NA,2024-06-11 22:46:59,NA,2024-06-11 22:46:59,NA,NA,NA
"3DD.0078D166A0",NA,2024-06-11 22:58:24,NA,2024-06-11 22:58:24,NA,NA,NA
"3DD.0078D166A3",NA,2024-06-11 21:28:03,NA,2024-06-11 21:28:03,NA,NA,NA
"3DD.0078D166A6",NA,2024-06-12 04:49:39,NA,2024-06-12 04:49:39,NA,NA,NA
"3DD.0078D166AC",NA,2024-06-12 01:05:21,NA,2024-06-12 01:05:21,NA,NA,NA
"3DD.0078D166AF",NA,NA,2024-07-03 05:17:07,NA,NA,NA,NA
"3DD.0078D166C6",NA,2024-06-12 02:11:35,NA,2024-06-12 02:11:35,NA,NA,NA
"3DD.0078D166CC",NA,2024-06-11 23:21:08,NA,2024-06-11 23:21:08,NA,NA,NA
"3DD.0078D166D5",NA,2024-06-11 21:53:46,NA,2024-06-11 21:53:46,NA,NA,NA
"3DD.0078D166D8",NA,2024-06-12 04:44:52,NA,2024-06-12 04:44:52,NA,NA,NA
"3DD.0078D166E1",NA,2024-06-12 02:55:25,NA,2024-06-12 02:55:25,NA,NA,NA
"3DD.0078D166E5",NA,NA,2024-06-23 18:24:29,NA,NA,NA,NA
"3DD.0078D166E6",NA,2024-06-11 22:25:53,NA,2024-06-11 22:25:53,NA,NA,NA
"3DD.0078D166E7",NA,2024-06-11 22:03:11,NA,2024-06-11 22:03:11,NA,NA,NA
"3DD.0078D166EA",NA,2024-06-11 22:50:10,NA,2024-06-11 22:50:10,NA,NA,NA
"3DD.0078D166EC",NA,2024-06-11 22:50:46,NA,2024-06-11 22:50:46,NA,NA,NA
"3DD.0078D166EE",NA,2024-06-11 22:40:49,NA,2024-06-11 22:40:49,NA,NA,NA
"3DD.0078D166F2",NA,2024-06-22 03:01:36,NA,2024-06-22 03:01:36,NA,NA,NA
"3DD.0078D166F6",NA,2024-06-16 02:31:05,NA,2024-06-16 02:31:05,NA,NA,NA
"3DD.0078D166F8",NA,2024-06-12 00:02:34,NA,2024-06-12 00:02:34,NA,NA,NA
"3DD.0078D16701",NA,2024-06-14 20:50:38,NA,2024-06-14 20:50:38,NA,NA,NA
"3DD.0078D16706",NA,2024-06-11 22:41:37,NA,2024-06-11 22:41:37,NA,NA,NA
"3DD.0078D1670A",NA,2024-06-15 23:36:07,NA,2024-06-15 23:36:07,NA,NA,NA
"3DD.0078D1670C",NA,2024-06-11 22:11:27,NA,2024-06-11 22:11:27,NA,NA,NA
"3DD.0078D16710",NA,2024-07-08 21:59:36,NA,2024-07-08 21:59:36,NA,NA,NA
"3DD.0078D16711",NA,2024-06-12 03:53:30,NA,2024-06-12 03:53:30,NA,NA,NA
"3DD.0078D16712",NA,2024-06-12 04:53:57,NA,2024-06-12 04:53:57,NA,NA,NA
"3DD.0078D16716",NA,2024-06-13 07:49:51,NA,2024-06-13 07:49:51,NA,NA,NA
"3DD.0078D1671D",NA,2024-06-12 05:02:40,NA,2024-06-12 05:02:40,NA,NA,NA
"3DD.0078D16722",NA,2024-06-11 22:49:08,NA,2024-06-11 22:49:08,NA,NA,NA
"3DD.0078D16729",NA,2024-06-12 02:42:26,NA,2024-06-12 02:42:26,NA,NA,NA
"3DD.0078D1672D",NA,2024-06-11 23:35:34,NA,2024-06-11 23:35:34,NA,NA,NA
"3DD.0078D16732",NA,NA,2024-06-23 06:22:24,NA,NA,NA,NA
"3DD.0078D1673C",NA,2024-06-11 23:10:47,NA,2024-06-11 23:10:47,NA,NA,NA
"3DD.0078D1673F",NA,2024-06-11 21:41:41,NA,2024-06-11 21:41:41,NA,NA,NA
"3DD.0078D16746",NA,2024-06-15 20:34:24,NA,2024-06-15 20:34:24,NA,NA,NA
"3DD.0078D16749",NA,2024-06-11 23:10:55,NA,2024-06-11 23:10:55,NA,NA,NA
"3DD.0078D1674C",NA,2024-06-11 22:53:20,NA,2024-06-11 22:53:20,NA,NA,NA
"3DD.0078D1674F",NA,2024-06-11 22:12:34,NA,2024-06-11 22:12:34,NA,NA,NA
"3DD.0078D16754",NA,2024-06-11 22:40:50,NA,2024-06-11 22:40:50,NA,NA,NA
"3DD.0078D1675B",NA,2024-06-11 22:05:58,NA,2024-06-11 22:05:58,NA,NA,NA
"3DD.0078D1675D",NA,2024-06-12 01:25:52,NA,2024-06-12 01:25:52,NA,NA,NA
"3DD.0078D1675F",NA,2024-06-11 23:43:47,NA,2024-06-11 23:43:47,NA,NA,NA
"3DD.0078D16760",NA,2024-06-11 22:54:23,NA,2024-06-11 22:54:23,NA,NA,NA
"3DD.0078D16764",NA,2024-06-12 00:32:16,NA,2024-06-12 00:32:16,NA,NA,NA
"3DD.0078D16766",NA,2024-06-11 22:23:52,NA,2024-06-11 22:23:52,NA,NA,NA
"3DD.0078D16768",NA,2024-06-11 23:44:05,NA,2024-06-11 23:44:05,NA,NA,NA
"3DD.0078D1676B",NA,2024-06-11 22:04:17,NA,2024-06-11 22:04:17,NA,NA,NA
"3DD.0078D16772",NA,2024-06-11 22:50:36,NA,2024-06-11 22:50:36,NA,NA,NA
"3DD.0078D16777",NA,2024-06-11 22:45:41,NA,2024-06-11 22:45:41,NA,NA,NA
"3DD.0078D1677C",NA,NA,2024-05-30 22:34:49,NA,NA,NA,NA
"3DD.0078D1677F",NA,2024-05-31 05:05:21,NA,2024-05-31 05:05:21,NA,NA,NA
"3DD.0078D16781",NA,2024-05-31 01:38:12,NA,2024-05-31 01:38:12,NA,NA,NA
"3DD.0078D16786",NA,2024-05-31 01:16:47,2024-05-31 01:20:29,2024-05-31 01:16:47,NA,NA,NA
"3DD.0078D16789",NA,2024-05-30 23:33:36,2024-05-30 23:38:02,2024-05-30 23:33:36,NA,NA,NA
"3DD.0078D1678E",NA,NA,2024-06-08 20:34:01,NA,NA,NA,NA
"3DD.0078D1678F",NA,2024-06-02 23:05:02,NA,2024-06-02 23:05:02,NA,NA,NA
"3DD.0078D16791",NA,NA,2024-06-01 08:58:15,NA,NA,NA,NA
"3DD.0078D16792",NA,2024-05-30 22:23:43,NA,2024-05-30 22:23:43,NA,NA,NA
"3DD.0078D16793",NA,2024-05-30 23:20:25,NA,2024-05-30 23:20:25,NA,NA,NA
"3DD.0078D16794",NA,NA,2024-05-30 21:43:55,NA,NA,NA,NA
"3DD.0078D16797",NA,2024-05-30 22:27:53,NA,2024-05-30 22:27:53,NA,NA,NA
"3DD.0078D1679C",NA,NA,2024-05-30 22:53:05,NA,NA,NA,NA
"3DD.0078D1679D",NA,2024-06-03 21:43:46,NA,2024-06-03 21:43:46,NA,NA,NA
"3DD.0078D1679E",NA,NA,2024-06-09 22:54:49,NA,NA,NA,NA
"3DD.0078D167A1",NA,2024-05-31 00:08:00,NA,2024-05-31 00:08:00,NA,NA,NA
"3DD.0078D167A4",NA,NA,2024-06-04 22:51:11,NA,NA,NA,NA
"3DD.0078D167AA",NA,2024-05-30 22:14:51,NA,2024-05-30 22:14:51,NA,NA,NA
"3DD.0078D167AC",NA,2024-05-31 00:13:38,NA,2024-05-31 00:13:38,NA,NA,NA
"3DD.0078D167AE",NA,NA,2024-05-30 22:06:30,NA,NA,NA,NA
"3DD.0078D167B0",NA,2024-05-30 22:11:30,NA,2024-05-30 22:11:30,NA,NA,NA
"3DD.0078D167B3",NA,2024-05-31 00:01:28,NA,2024-05-31 00:01:28,NA,NA,NA
"3DD.0078D167B4",NA,2024-05-31 03:03:55,NA,2024-05-31 03:03:55,NA,NA,NA
"3DD.0078D167B7",NA,2024-05-31 03:57:53,2024-05-31 04:00:45,2024-05-31 03:57:53,NA,NA,NA
"3DD.0078D167BE",NA,NA,2024-05-31 05:51:01,NA,NA,NA,NA
"3DD.0078D167C0",NA,NA,2024-05-30 22:57:11,NA,NA,NA,NA
"3DD.0078D167C1",NA,NA,2024-05-31 06:50:41,NA,NA,NA,NA
"3DD.0078D167C3",NA,2024-05-30 22:50:09,NA,2024-05-30 22:50:09,NA,NA,NA
"3DD.0078D167C4",NA,2024-05-30 21:34:30,NA,2024-05-30 21:34:30,NA,NA,NA
"3DD.0078D167C6",NA,2024-05-31 00:00:15,NA,2024-05-31 00:00:15,NA,NA,NA
"3DD.0078D167C7",NA,NA,2024-05-30 23:32:30,NA,NA,NA,NA
"3DD.0078D167C8",NA,NA,2024-05-30 22:18:46,NA,NA,NA,NA
"3DD.0078D167CB",NA,NA,2024-05-30 22:25:31,NA,NA,NA,NA
"3DD.0078D167CC",NA,2024-06-06 03:16:49,NA,2024-06-06 03:16:49,NA,NA,NA
"3DD.0078D167D8",2024-06-07 20:33:36,2024-06-07 20:33:36,NA,NA,NA,NA,NA
"3DD.0078D167DD",NA,NA,2024-05-30 21:55:47,NA,NA,NA,NA
"3DD.0078D167DE",NA,NA,2024-05-30 21:44:55,NA,NA,NA,NA
"3DD.0078D16804",NA,NA,2024-06-29 04:10:02,NA,NA,NA,NA
"3DD.0078D16807",NA,NA,2024-06-06 09:52:50,NA,NA,NA,NA
"3DD.0078D1680C",NA,2024-06-17 13:34:49,NA,2024-06-17 13:34:49,NA,NA,NA
"3DD.0078D16813",NA,NA,2024-06-28 20:55:26,NA,NA,NA,NA
"3DD.0078D16816",NA,NA,2024-06-05 18:52:29,NA,NA,NA,NA
"3DD.0078D16824",NA,2024-06-20 08:11:45,NA,2024-06-20 08:11:45,NA,NA,NA
"3DD.0078D16829",NA,2024-06-19 23:14:28,NA,2024-06-19 23:14:28,NA,NA,NA
"3DD.0078D16831",NA,NA,2024-06-06 02:55:35,NA,NA,NA,NA
"3DD.0078D16856",2024-06-06 20:42:19,2024-06-06 20:42:19,NA,NA,NA,NA,NA
"3DD.0078D1686C",NA,2024-06-05 21:56:24,NA,2024-06-05 21:56:24,NA,NA,NA
"3DD.0078D1686E",NA,2024-06-10 00:22:08,NA,2024-06-10 00:22:08,NA,NA,NA
"3DD.0078D1688D",NA,NA,2024-05-31 15:19:57,NA,NA,NA,NA
"3DD.0078D1688E",NA,2024-06-06 00:30:47,NA,2024-06-06 00:30:47,NA,NA,NA
"3DD.0078D1688F",NA,NA,2024-06-04 00:40:59,NA,NA,NA,NA
"3DD.0078D16891",NA,NA,2024-05-31 20:49:51,NA,NA,NA,NA
"3DD.0078D1689D",NA,NA,2024-06-07 01:17:02,NA,NA,NA,NA
"3DD.0078D168A0",NA,2024-06-14 04:32:28,NA,2024-06-14 04:32:28,NA,NA,NA
"3DD.0078D168B0",NA,2024-06-15 00:59:35,NA,2024-06-15 00:59:35,NA,NA,NA
"3DD.0078D168B1",NA,2024-06-12 23:17:46,NA,2024-06-12 23:17:46,NA,NA,NA
"3DD.0078D168B2",NA,NA,2024-05-31 21:56:15,NA,NA,NA,NA
"3DD.0078D168B9",NA,NA,2024-06-05 21:07:58,NA,NA,NA,NA
"3DD.0078D168C2",NA,2024-06-09 21:47:42,2024-06-09 21:51:24,2024-06-09 21:47:42,NA,NA,NA
"3DD.0078D168C9",NA,2024-05-31 22:39:21,NA,2024-05-31 22:39:21,NA,NA,NA
"3DD.0078D168D4",NA,2024-05-31 04:42:16,NA,2024-05-31 04:42:16,NA,NA,NA
"3DD.0078D168D8",NA,2024-06-07 03:05:44,NA,2024-06-07 03:05:44,NA,NA,NA
"3DD.0078D168DA",NA,2024-05-31 08:31:22,NA,2024-05-31 08:31:22,NA,NA,NA
"3DD.0078D168DF",NA,NA,NA,NA,2024-06-02 12:53:30,NA,NA
"3DD.0078D168E0",NA,2024-06-04 21:56:57,NA,2024-06-04 21:56:57,NA,NA,NA
"3DD.0078D168E4",NA,2024-06-05 23:35:46,NA,2024-06-05 23:35:46,NA,NA,NA
"3DD.0078D1690A",NA,NA,NA,2024-06-08 21:10:44,NA,NA,NA
"3DD.0078D16911",NA,2024-06-03 21:22:06,NA,2024-06-03 21:22:06,NA,NA,NA
"3DD.0078D16913",NA,2024-06-03 22:33:54,NA,2024-06-03 22:33:54,NA,NA,NA
"3DD.0078D16919",NA,2024-07-15 06:20:40,NA,2024-07-15 06:20:40,NA,NA,NA
"3DD.0078D1691B",NA,NA,2024-06-01 05:23:31,NA,NA,NA,NA
"3DD.0078D1691F",NA,2024-05-31 21:20:15,NA,2024-05-31 21:20:15,NA,NA,NA
"3DD.0078D16924",2024-06-07 20:30:26,2024-06-07 20:30:26,NA,NA,NA,NA,NA
"3DD.0078D16929",NA,NA,NA,NA,2024-06-04 10:36:02,NA,NA
"3DD.0078D1692A",NA,2024-06-03 20:18:39,NA,2024-06-03 20:18:39,NA,NA,NA
"3DD.0078D1692D",NA,NA,2024-06-05 21:03:01,NA,NA,NA,NA
"3DD.0078D1692F",NA,2024-06-02 23:18:51,NA,2024-06-02 23:18:51,NA,NA,NA
"3DD.0078D16930",NA,NA,NA,NA,2024-06-04 10:36:00,NA,NA
"3DD.0078D16931",NA,NA,NA,NA,2024-06-02 12:53:24,NA,NA
"3DD.0078D1693C",NA,NA,NA,NA,2024-06-09 15:21:09,NA,NA
"3DD.0078D16940",NA,NA,2024-06-02 21:47:43,NA,NA,NA,NA
"3DD.0078D16941",NA,NA,2024-06-05 22:29:42,NA,NA,NA,NA
"3DD.0078D16949",NA,NA,2024-06-09 00:16:47,NA,NA,NA,NA
"3DD.0078D1694C",NA,NA,NA,NA,2024-06-02 12:53:22,NA,NA
"3DD.0078D16954",NA,NA,NA,NA,2024-06-02 12:53:27,NA,NA
"3DD.0078D16956",NA,2024-06-11 22:21:39,NA,2024-06-11 22:21:39,NA,NA,NA
"3DD.0078D1695E",NA,2024-06-05 22:42:54,NA,2024-06-05 22:42:54,NA,NA,NA
"3DD.0078D1696C",NA,2024-06-01 22:37:58,NA,2024-06-01 22:37:58,NA,NA,NA
"3DD.0078D16974",NA,2024-06-14 03:58:03,NA,2024-06-14 03:58:03,NA,NA,NA
"3DD.0078D16978",NA,2024-06-04 02:29:15,NA,2024-06-04 02:29:15,NA,NA,NA
"3DD.0078D16979",NA,NA,2024-06-08 23:56:29,NA,NA,NA,NA
"3DD.0078D16982",NA,2024-05-31 04:56:24,NA,2024-05-31 04:56:24,NA,NA,NA
"3DD.0078D16984",NA,NA,2024-06-03 18:57:47,NA,NA,NA,NA
"3DD.0078D16992",NA,NA,2024-06-04 08:43:41,NA,NA,NA,NA
"3DD.0078D16997",NA,2024-06-05 22:47:59,NA,2024-06-05 22:47:59,NA,NA,NA
"3DD.0078D169A1",NA,2024-06-04 06:00:22,NA,2024-06-04 06:00:22,NA,NA,NA
"3DD.0078D169AB",NA,2024-05-31 04:37:30,NA,2024-05-31 04:37:30,NA,NA,NA
"3DD.0078D169B7",NA,2024-06-05 23:25:55,NA,2024-06-05 23:25:55,NA,NA,NA
"3DD.0078D169BC",NA,NA,2024-06-04 21:33:14,NA,NA,NA,NA
"3DD.0078D169D8",NA,2024-06-26 00:31:50,NA,2024-06-26 00:31:50,NA,NA,NA
"3DD.0078D169D9",NA,2024-06-12 00:48:22,NA,2024-06-12 00:48:22,NA,NA,NA
"3DD.0078D169DD",NA,2024-06-07 01:18:19,NA,2024-06-07 01:18:19,NA,NA,NA
"3DD.0078D169E6",NA,NA,2024-06-08 01:20:51,NA,NA,NA,NA
"3DD.0078D169EC",NA,2024-06-18 21:57:55,NA,2024-06-18 21:57:55,NA,NA,NA
"3DD.0078D169ED",NA,2024-06-20 06:23:04,NA,2024-06-20 06:23:04,NA,NA,NA
"3DD.0078D169EE",NA,2024-06-20 02:46:14,NA,2024-06-20 02:46:14,NA,NA,NA
"3DD.0078D16A00",NA,2024-06-14 22:44:51,NA,2024-06-14 22:44:51,NA,NA,NA
"3DD.0078D16A06",NA,2024-06-15 20:42:54,NA,2024-06-15 20:42:54,NA,NA,NA
"3DD.0078D16A14",NA,NA,2024-06-08 17:32:38,NA,NA,NA,NA
"3DD.0078D16A1B",NA,NA,2024-07-13 03:09:59,NA,NA,NA,NA
"3DD.0078D16A20",NA,2024-07-07 04:06:21,NA,2024-07-07 04:06:21,NA,NA,NA
"3DD.0078D16A25",NA,2024-06-14 23:13:25,NA,2024-06-14 23:13:25,NA,NA,NA
"3DD.0078D16A2F",NA,NA,2024-06-04 22:28:03,NA,NA,NA,NA
"3DD.0078D16A74",NA,2024-06-16 06:47:15,NA,2024-06-16 06:47:15,NA,NA,NA
"3DD.0078D16AB8",NA,2024-06-17 00:27:32,NA,2024-06-17 00:27:32,NA,NA,NA
"3DD.0078D16ABD",NA,2024-06-19 22:54:09,NA,2024-06-19 22:54:09,NA,NA,NA
"3DD.0078D16AC4",NA,2024-06-20 04:52:47,NA,2024-06-20 04:52:47,NA,NA,NA
"3DD.0078D16ACC",NA,2024-06-24 15:09:09,NA,2024-06-24 15:09:09,NA,NA,NA
"3DD.0078D16B08",NA,2024-06-18 20:55:50,NA,2024-06-18 20:55:50,NA,NA,NA
"3DD.0078D16B0C",NA,2024-06-20 21:52:20,NA,2024-06-20 21:52:20,NA,NA,NA
"3DD.0078D16B0F",NA,NA,2024-06-08 18:23:29,NA,NA,NA,NA
"3DD.0078D16B20",NA,NA,2024-06-09 03:15:19,NA,NA,NA,NA
"3DD.0078D16B2C",NA,NA,2024-06-07 00:04:39,NA,NA,NA,NA
"3DD.0078D16B4C",NA,2024-06-11 22:58:14,NA,2024-06-11 22:58:14,NA,NA,NA
"3DD.0078D16B68",NA,NA,2024-06-07 22:31:44,NA,NA,NA,NA
"3DD.0078D16B79",NA,NA,NA,NA,2024-06-06 23:13:58,NA,NA
"3DD.0078D16B7E",NA,2024-06-08 04:14:49,NA,2024-06-08 04:14:49,NA,NA,NA
"3DD.0078D16B8B",NA,2024-07-27 08:16:51,NA,2024-07-27 08:16:51,NA,NA,NA
"3DD.0078D16B93",NA,NA,2024-06-07 02:46:12,NA,NA,NA,NA
"3DD.0078D16BA8",NA,NA,2024-06-26 05:46:20,NA,NA,NA,NA
"3DD.0078D16BAA",NA,2024-07-05 04:04:25,NA,2024-07-05 04:04:25,NA,NA,NA
"3DD.0078D16BD6",NA,2024-07-02 23:49:08,2024-07-02 23:53:12,2024-07-02 23:49:08,NA,NA,NA
"3DD.0078D16BD9",NA,NA,2024-06-25 09:45:11,NA,NA,NA,NA
"3DD.0078D16BDD",NA,NA,NA,NA,2024-06-08 02:55:55,NA,NA
"3DD.0078D16BE2",NA,NA,2024-06-08 20:28:29,NA,NA,NA,NA
"3DD.0078D16BED",NA,NA,2024-07-04 00:23:49,NA,NA,NA,NA
"3DD.0078D16BEF",NA,2024-06-07 04:44:59,NA,2024-06-07 04:44:59,NA,NA,NA
"3DD.0078D16C0A",NA,NA,2024-06-09 00:22:25,NA,NA,NA,NA
"3DD.0078D16C2F",NA,2024-05-31 01:55:37,NA,2024-05-31 01:55:37,NA,NA,NA
"3DD.0078D16C32",NA,NA,2024-05-30 22:42:35,NA,NA,NA,NA
"3DD.0078D16C36",NA,NA,2024-06-06 06:00:56,NA,NA,NA,NA
"3DD.0078D16C39",NA,2024-05-30 23:03:02,NA,2024-05-30 23:03:02,NA,NA,NA
"3DD.0078D16C3B",NA,2024-05-30 22:14:31,2024-05-30 22:17:39,2024-05-30 22:14:31,NA,NA,NA
"3DD.0078D16C3E",NA,2024-05-31 04:36:06,NA,2024-05-31 04:36:06,NA,NA,NA
"3DD.0078D16C41",NA,2024-06-06 21:35:33,NA,2024-06-06 21:35:33,NA,NA,NA
"3DD.0078D16C45",NA,2024-05-31 02:12:08,NA,2024-05-31 02:12:08,NA,NA,NA
"3DD.0078D16C47",NA,NA,2024-05-31 04:21:52,NA,NA,NA,NA
"3DD.0078D16C4A",NA,2024-05-30 23:52:28,NA,2024-05-30 23:52:28,NA,NA,NA
"3DD.0078D16C4C",NA,2024-05-30 22:42:25,NA,2024-05-30 22:42:25,NA,NA,NA
"3DD.0078D16C4E",NA,2024-06-07 01:51:20,NA,2024-06-07 01:51:20,NA,NA,NA
"3DD.0078D16C52",NA,2024-05-31 03:43:34,2024-05-31 03:46:50,2024-05-31 03:43:34,NA,NA,NA
"3DD.0078D16C54",NA,NA,2024-05-31 03:10:51,NA,NA,NA,NA
"3DD.0078D16C56",NA,2024-05-30 22:38:55,NA,2024-05-30 22:38:55,NA,NA,NA
"3DD.0078D16C58",NA,2024-05-31 02:01:27,2024-05-31 02:05:55,2024-05-31 02:01:27,NA,NA,NA
"3DD.0078D16C59",NA,NA,2024-06-01 05:18:57,NA,NA,NA,NA
"3DD.0078D16C5A",NA,NA,2024-05-30 21:14:53,NA,NA,NA,NA
"3DD.0078D16C60",NA,NA,2024-06-01 19:24:54,NA,NA,NA,NA
"3DD.0078D16C61",NA,NA,2024-05-30 23:35:54,NA,NA,NA,NA
"3DD.0078D16C62",NA,2024-05-31 21:26:09,NA,2024-05-31 21:26:09,NA,NA,NA
"3DD.0078D16C66",NA,NA,2024-05-31 08:45:07,NA,NA,NA,NA
"3DD.0078D16C68",NA,NA,2024-05-31 05:42:47,NA,NA,NA,NA
"3DD.0078D16C6A",NA,NA,2024-05-31 04:42:53,NA,NA,NA,NA
"3DD.0078D16C6D",NA,NA,2024-05-31 04:39:48,NA,NA,NA,NA
"3DD.0078D16C6F",NA,NA,2024-05-30 22:07:55,NA,NA,NA,NA
"3DD.0078D16C70",NA,NA,2024-05-31 04:25:12,NA,NA,NA,NA
"3DD.0078D16C72",NA,2024-05-31 01:14:49,NA,2024-05-31 01:14:49,NA,NA,NA
"3DD.0078D16C7D",NA,NA,2024-05-30 21:56:44,NA,NA,NA,NA
"3DD.0078D16C80",NA,2024-05-30 21:49:47,NA,2024-05-30 21:49:47,NA,NA,NA
"3DD.0078D16C81",2024-06-06 19:05:52,2024-06-06 19:05:52,NA,NA,NA,NA,NA
"3DD.0078D16C87",NA,2024-05-30 21:28:46,NA,2024-05-30 21:28:46,NA,NA,NA
"3DD.0078D16C89",NA,2024-05-31 02:54:51,NA,2024-05-31 02:54:51,NA,NA,NA
"3DD.0078D16C8B",NA,2024-05-30 22:11:26,NA,2024-05-30 22:11:26,NA,NA,NA
"3DD.0078D16C8C",NA,NA,2024-05-30 23:28:24,NA,NA,NA,NA
"3DD.0078D16C8D",NA,2024-05-31 02:23:02,NA,2024-05-31 02:23:02,NA,NA,NA
"3DD.0078D16C8E",NA,NA,2024-06-06 07:29:38,NA,NA,NA,NA
"3DD.0078D16C8F",NA,2024-05-31 05:20:44,NA,2024-05-31 05:20:44,NA,NA,NA
"3DE.0000492A5D",NA,NA,NA,2024-04-28 21:08:16,NA,NA,NA
"3DE.00009FB795",NA,NA,NA,2024-05-09 12:29:53,NA,NA,NA
"3DE.00009FB797",NA,NA,NA,2024-05-08 09:49:55,NA,NA,NA
"3DE.00009FB798",NA,NA,NA,2024-05-10 21:15:58,NA,NA,NA
"3DE.00009FB799",NA,NA,NA,2024-05-08 16:22:24,NA,NA,NA
"3DE.00009FB7A1",NA,NA,NA,2024-04-30 16:13:38,NA,NA,NA
"3DE.00009FB7A4",NA,NA,NA,2024-04-30 10:48:44,NA,NA,NA
